id,age,gender,edu_level,race,family_status,ratio_to_poverty,lang_interview
109917,54,Female,5,White,Other,4,English
109918,66,Male,3,Mexican American,Living with Partner,NA,English
109919,45,Female,1,Mexican American,Living with Partner,NA,Spanish
109920,6,Male,NA,Other Hispanic,NA,1.64,Spanish
109921,58,Female,3,Other,Living with Partner,5,English
109922,42,Female,3,White,Other,0.51,English
109923,5,Female,NA,White,NA,0.33,English
109924,10,Male,NA,Black,NA,1.3,English
109925,8,Female,NA,Other,NA,5,English
109926,45,Female,5,Black,Living with Partner,NA,English
109927,4,Female,NA,White,NA,0.37,English
109928,0,Female,NA,Mexican American,NA,0.15,Spanish
109929,13,Male,NA,Black,NA,3.23,English
109930,51,Male,4,Black,Living with Partner,5,English
109931,40,Female,4,Black,Living with Partner,1.14,English
109932,72,Male,5,White,Living with Partner,4.62,English
109933,9,Female,NA,Missing,NA,5,English
109934,35,Female,1,Black,Living with Partner,0.65,English
109935,9,Female,NA,White,NA,1.3,English
109936,4,Male,NA,Mexican American,NA,1.54,Spanish
109937,74,Male,5,Missing,Other,3.38,English
109938,34,Female,5,Other Hispanic,Other,2.59,English
109939,37,Female,1,Other Hispanic,Living with Partner,NA,Spanish
109940,57,Female,3,Other Hispanic,Living with Partner,0.86,Spanish
109941,57,Female,1,Other,Living with Partner,2.49,English
109942,79,Female,5,White,Other,3.09,English
109943,9,Male,NA,Other,NA,4.9,English
109944,12,Female,NA,White,NA,1.26,English
109945,32,Male,5,Missing,Living with Partner,5,English
109946,43,Female,5,White,Living with Partner,2.32,English
109947,64,Male,2,Black,Other,NA,English
109948,0,Female,NA,Missing,NA,0.19,English
109951,9,Male,NA,Black,NA,0.12,English
109954,2,Male,NA,White,NA,2.64,English
109955,0,Male,NA,White,NA,0.69,English
109956,1,Female,NA,Other Hispanic,NA,2.11,English
109957,64,Female,4,Other,Living with Partner,2.38,English
109960,59,Male,5,Other,Living with Partner,5,English
109961,50,Female,2,Other,Living with Partner,5,English
109962,76,Male,5,White,Living with Partner,4.64,English
109963,48,Female,2,Black,Living with Partner,0.88,English
109964,10,Female,NA,White,NA,2.64,English
109965,10,Male,NA,Black,NA,1.18,English
109966,68,Male,4,Other Hispanic,Living with Partner,5,Spanish
109967,2,Male,NA,White,NA,0.83,English
109968,47,Male,1,Mexican American,Living with Partner,NA,Spanish
109969,48,Female,5,Other Hispanic,Other,1.72,Spanish
109970,0,Female,NA,Black,NA,NA,English
109971,58,Female,3,Black,Other,1.08,English
109972,41,Female,3,Mexican American,Living with Partner,0.12,Spanish
109973,6,Male,NA,Black,NA,NA,English
109974,0,Male,NA,Mexican American,NA,0.49,Spanish
109975,39,Female,5,Black,Living with Partner,5,English
109976,58,Male,4,Black,Living with Partner,0,English
109977,53,Female,3,Other,Living with Partner,NA,English
109978,30,Female,4,Missing,Living with Partner,3.18,English
109979,31,Female,5,Other,Living with Partner,4.19,English
109980,18,Male,NA,White,NA,3.68,English
109981,68,Female,1,Other Hispanic,Other,1.1,Spanish
109982,7,Female,NA,Other Hispanic,NA,NA,English
109983,7,Male,NA,White,NA,5,English
109984,1,Female,NA,White,NA,NA,English
109985,9,Female,NA,White,NA,1.24,English
109987,59,Female,5,White,Other,5,English
109988,6,Female,NA,White,NA,4.25,English
109989,3,Male,NA,Other,NA,NA,English
109990,66,Male,2,Black,Other,0.74,English
109991,50,Male,3,White,Other,2.47,English
109992,55,Male,4,Black,Living with Partner,3.79,English
109993,1,Male,NA,White,NA,5,English
109994,73,Female,3,White,Living with Partner,2.83,English
109996,4,Female,NA,White,NA,NA,English
109997,27,Male,4,Other,Living with Partner,5,English
109998,11,Female,NA,White,NA,3.01,English
109999,47,Male,4,White,Living with Partner,2.55,English
110001,7,Female,NA,White,NA,2.52,English
110002,16,Male,NA,Other Hispanic,NA,3.88,English
110003,16,Female,NA,Black,NA,3.4,English
110004,20,Female,4,Other,Other,5,English
110005,45,Female,3,Black,Other,0.95,English
110007,63,Female,2,White,Living with Partner,1.06,English
110008,14,Female,NA,Other Hispanic,NA,1.28,Spanish
110009,16,Male,NA,Missing,NA,0.53,English
110010,55,Female,5,White,Living with Partner,5,English
110011,25,Male,4,Mexican American,Living with Partner,1.59,English
110012,56,Female,4,White,Living with Partner,4.93,English
110013,4,Female,NA,White,NA,2.25,English
110014,11,Female,NA,White,NA,1.42,English
110015,52,Female,2,Mexican American,Living with Partner,1.52,Spanish
110016,29,Female,5,Black,Other,0.73,English
110017,6,Male,NA,Black,NA,1,English
110018,20,Female,3,White,Other,1.99,English
110019,11,Male,NA,Other Hispanic,NA,NA,English
110020,16,Female,NA,Mexican American,NA,1.74,English
110021,25,Female,4,Black,Living with Partner,0.78,English
110022,16,Female,NA,White,NA,1.53,English
110023,62,Female,4,White,Other,1.88,English
110024,9,Male,NA,Other Hispanic,NA,NA,Spanish
110025,0,Male,NA,Mexican American,NA,0.04,Spanish
110026,6,Male,NA,Black,NA,NA,English
110027,22,Female,3,White,Living with Partner,2.79,English
110028,23,Female,3,Other Hispanic,Living with Partner,0.99,Spanish
110029,42,Male,5,Mexican American,Living with Partner,5,English
110030,27,Female,3,Black,Other,1.09,English
110031,5,Female,NA,White,NA,5,English
110033,61,Female,2,White,Other,0,English
110034,35,Female,5,Black,Other,0.59,English
110035,27,Female,3,White,Other,1.44,English
110036,50,Female,4,White,Living with Partner,1.92,English
110037,69,Male,2,Black,Living with Partner,NA,English
110038,58,Female,2,Other,Other,4.14,English
110039,0,Male,NA,Mexican American,NA,1.06,English
110040,28,Male,3,White,Other,0.82,English
110041,44,Female,4,Missing,Living with Partner,3.49,English
110042,62,Female,5,Other Hispanic,Other,2.77,English
110043,37,Male,4,Black,Other,3.6,English
110044,15,Female,NA,White,NA,2.01,English
110045,69,Female,5,White,Other,NA,English
110046,0,Male,NA,White,NA,1.26,English
110047,2,Female,NA,Missing,NA,4.08,English
110048,14,Female,NA,Black,NA,NA,English
110049,14,Female,NA,Black,NA,NA,English
110051,0,Male,NA,Black,NA,NA,English
110052,42,Male,2,Mexican American,Living with Partner,NA,Spanish
110053,2,Male,NA,Black,NA,0.94,English
110054,44,Male,1,Other Hispanic,Other,NA,Spanish
110055,70,Male,4,Other Hispanic,Living with Partner,2,English
110056,63,Male,5,White,Living with Partner,NA,English
110057,69,Male,3,Black,Living with Partner,5,English
110058,5,Female,NA,Black,NA,0.78,English
110059,38,Male,5,White,Living with Partner,5,English
110061,61,Male,4,Other Hispanic,Other,2.32,English
110062,40,Female,4,Black,Living with Partner,3.25,English
110063,18,Female,NA,Black,NA,0.4,English
110064,65,Male,2,White,Other,5,English
110065,60,Male,5,White,Other,3.18,English
110066,14,Male,NA,White,NA,2.96,English
110067,25,Male,3,White,Living with Partner,1.2,English
110068,77,Female,3,White,Other,NA,English
110069,10,Female,NA,Black,NA,0.8,English
110070,41,Female,3,White,Living with Partner,1.67,English
110071,59,Male,4,Black,Living with Partner,2.37,English
110072,15,Female,NA,Black,NA,0.1,English
110074,41,Male,5,Mexican American,Living with Partner,4.63,English
110075,2,Male,NA,White,NA,1.55,English
110077,6,Female,NA,Missing,NA,1.2,English
110078,9,Male,NA,Mexican American,NA,0.6,English
110079,54,Female,5,Black,Other,3.08,English
110081,65,Male,3,Black,Other,0.92,English
110082,78,Female,2,White,Other,NA,English
110083,21,Female,3,Black,Other,NA,English
110084,2,Male,NA,Other Hispanic,NA,2.29,Spanish
110085,60,Male,3,Other Hispanic,Living with Partner,3.69,English
110086,7,Male,NA,Black,NA,0,English
110087,62,Male,2,Other Hispanic,Living with Partner,NA,English
110088,30,Male,3,Other Hispanic,Living with Partner,1.7,English
110090,56,Male,4,Other Hispanic,Living with Partner,5,English
110091,39,Female,4,Mexican American,Other,0.73,Spanish
110093,30,Female,2,Black,Other,0.02,English
110094,0,Female,NA,Mexican American,NA,0.45,English
110095,14,Male,NA,Black,NA,NA,English
110096,66,Male,2,Black,Other,0,English
110097,9,Female,NA,Missing,NA,1.42,English
110098,21,Male,3,Mexican American,Other,NA,English
110099,11,Female,NA,Black,NA,4.9,English
110101,14,Male,NA,Black,NA,0.88,English
110102,45,Female,3,Mexican American,Living with Partner,2.72,Spanish
110104,13,Female,NA,White,NA,1.46,English
110105,25,Female,4,Black,Living with Partner,2.06,English
110106,7,Male,NA,Missing,NA,2.2,English
110107,72,Female,4,Black,Other,NA,English
110108,4,Female,NA,Other Hispanic,NA,NA,English
110109,17,Female,NA,White,NA,2.44,English
110111,11,Female,NA,Black,NA,1.04,English
110112,36,Female,5,Other,Living with Partner,5,English
110113,9,Male,NA,Other,NA,NA,English
110114,44,Female,4,White,Living with Partner,4.62,English
110115,4,Female,NA,White,NA,0.91,English
110116,35,Female,4,White,Living with Partner,3.11,English
110117,24,Male,3,Black,Other,NA,English
110118,37,Male,3,White,Other,0.73,English
110120,34,Female,4,White,Living with Partner,1.1,English
110121,33,Female,4,White,Living with Partner,1.15,English
110123,28,Female,5,White,Other,4.45,English
110124,55,Female,4,Other Hispanic,Living with Partner,1.6,English
110125,60,Female,4,Missing,Other,1.7,English
110127,48,Female,5,Other Hispanic,Living with Partner,2.89,English
110128,48,Male,4,White,Living with Partner,2.44,English
110129,52,Male,3,Black,Other,0.24,English
110130,54,Female,5,White,Living with Partner,1.1,Spanish
110131,69,Male,4,Black,Living with Partner,0.8,English
110132,10,Female,NA,Other,NA,0.88,English
110133,13,Male,NA,Mexican American,NA,1.45,Spanish
110134,49,Male,2,White,Other,1.19,English
110135,40,Male,5,Missing,Living with Partner,5,English
110136,38,Male,4,White,Living with Partner,1.88,English
110137,52,Male,4,Other Hispanic,Living with Partner,1.92,English
110138,1,Female,NA,Other,NA,1.35,English
110139,41,Male,5,Other Hispanic,Living with Partner,5,English
110140,7,Male,NA,White,NA,0.59,English
110141,7,Male,NA,Mexican American,NA,1.31,English
110142,61,Male,4,Missing,Living with Partner,5,English
110143,12,Male,NA,White,NA,0.73,English
110144,50,Female,3,Other,Living with Partner,NA,English
110145,13,Female,NA,Missing,NA,4.31,English
110147,60,Female,4,Mexican American,Living with Partner,3.4,Spanish
110148,14,Male,NA,White,NA,1.67,English
110149,1,Male,NA,Black,NA,0.68,English
110150,2,Male,NA,Black,NA,0.09,English
110151,63,Female,5,Other,Living with Partner,5,English
110152,3,Female,NA,Other Hispanic,NA,0.74,English
110153,70,Male,5,Other,Living with Partner,3.65,English
110154,14,Female,NA,Black,NA,1.63,English
110155,22,Male,3,Black,Other,1.72,English
110156,1,Female,NA,White,NA,0.47,English
110158,1,Male,NA,White,NA,3.25,English
110159,45,Male,4,White,Other,1.78,English
110160,13,Male,NA,White,NA,1.37,English
110161,52,Female,4,Black,Other,0.59,English
110162,15,Male,NA,Missing,NA,2.39,English
110163,13,Female,NA,Missing,NA,0.92,English
110164,1,Female,NA,White,NA,1.22,English
110165,54,Male,3,White,Other,3.04,English
110166,16,Female,NA,Black,NA,1.69,English
110167,29,Female,4,Black,Other,1.01,English
110168,54,Female,3,Black,Living with Partner,4.91,English
110169,30,Male,4,White,Other,1.52,English
110170,4,Male,NA,Other,NA,5,English
110171,22,Female,3,Black,Other,0.47,English
110172,53,Female,2,Other Hispanic,Other,1.44,English
110173,27,Male,2,Mexican American,Other,2.39,English
110174,25,Male,4,Other Hispanic,Living with Partner,2.32,English
110175,30,Male,3,Mexican American,Other,1.98,English
110176,38,Female,4,White,Living with Partner,3.18,English
110177,5,Female,NA,Black,NA,1.93,English
110178,57,Female,5,White,Living with Partner,5,English
110179,9,Female,NA,White,NA,2.52,English
110181,12,Female,NA,White,NA,5,English
110182,61,Female,4,White,Other,2.48,English
110183,4,Male,NA,Mexican American,NA,1.95,English
110184,59,Female,4,Other,Living with Partner,2.25,English
110186,27,Female,4,Black,Other,0.85,English
110187,58,Female,4,Black,Other,0,English
110188,63,Female,4,Black,Living with Partner,1.84,English
110189,0,Female,NA,White,NA,1.14,English
110190,19,Female,NA,White,NA,2.24,English
110192,9,Male,NA,White,NA,4.81,English
110194,74,Female,4,White,Other,1.41,English
110195,14,Male,NA,Other Hispanic,NA,1.87,English
110196,67,Male,3,Black,Living with Partner,1.46,English
110199,17,Male,NA,White,NA,5,English
110200,60,Female,3,Black,Other,1.17,English
110201,37,Male,5,White,Living with Partner,5,English
110202,8,Male,NA,Other Hispanic,NA,1.1,English
110203,12,Male,NA,Other Hispanic,NA,5,English
110204,70,Male,4,White,Living with Partner,5,English
110205,13,Male,NA,Mexican American,NA,4.2,English
110206,37,Male,4,Other Hispanic,Living with Partner,1.01,English
110207,52,Female,5,Other,Living with Partner,NA,English
110208,57,Female,5,Missing,Other,2.61,English
110209,5,Female,NA,White,NA,2.85,English
110210,0,Male,NA,Other Hispanic,NA,0.62,Spanish
110211,43,Female,5,White,Living with Partner,1.81,English
110212,2,Female,NA,White,NA,5,English
110213,25,Female,4,Missing,Living with Partner,2.15,English
110214,32,Female,4,Black,Other,1.82,English
110215,0,Female,NA,Black,NA,NA,English
110216,10,Male,NA,White,NA,1.02,English
110217,60,Female,5,Other Hispanic,Living with Partner,5,English
110218,28,Female,4,Other Hispanic,Living with Partner,3.27,English
110219,2,Male,NA,White,NA,3.04,English
110220,0,Male,NA,Missing,NA,1.74,English
110222,18,Male,NA,White,NA,NA,English
110223,71,Male,5,White,Living with Partner,NA,English
110224,34,Female,3,Mexican American,Living with Partner,0.77,English
110225,17,Male,NA,Black,NA,3.3,English
110226,26,Female,4,Black,Other,2.07,English
110227,7,Female,NA,White,NA,1.18,English
110228,44,Male,5,Black,Living with Partner,5,English
110232,62,Male,4,Black,Other,1.08,English
110233,5,Male,NA,White,NA,3.96,English
110234,40,Female,3,Black,Other,2.15,English
110235,41,Male,4,Missing,Other,4.28,English
110236,39,Male,1,Other,Living with Partner,1.39,English
110237,14,Female,NA,Other Hispanic,NA,0.76,Spanish
110238,2,Female,NA,White,NA,0.79,English
110240,37,Male,3,Mexican American,Living with Partner,1.91,English
110241,60,Male,5,Black,Other,3.96,English
110243,29,Female,1,Black,Other,0,English
110244,10,Male,NA,White,NA,0.94,English
110245,12,Female,NA,Other,NA,4.31,English
110247,31,Female,4,Other Hispanic,Living with Partner,1.99,English
110248,29,Female,4,Missing,Living with Partner,1.34,English
110249,13,Female,NA,Black,NA,4.61,English
110250,34,Male,4,Mexican American,Other,1.06,English
110251,60,Female,4,Black,Other,0.73,English
110252,70,Male,1,Missing,Living with Partner,1.11,English
110253,1,Male,NA,Other,NA,5,English
110254,60,Male,3,Black,Living with Partner,2.13,English
110255,11,Male,NA,Other Hispanic,NA,0.58,Spanish
110256,1,Female,NA,Missing,NA,5,English
110257,0,Male,NA,Missing,NA,0.83,English
110258,70,Male,2,Missing,Other,1.66,English
110259,2,Female,NA,Black,NA,0.26,English
110260,11,Male,NA,White,NA,0.91,English
110261,8,Male,NA,Mexican American,NA,4.78,English
110262,10,Male,NA,White,NA,1.22,English
110263,0,Male,NA,White,NA,2.28,English
110264,63,Male,4,Missing,Living with Partner,1.3,English
110265,42,Male,5,Mexican American,Other,3.65,English
110266,29,Female,4,Black,Living with Partner,NA,English
110267,15,Male,NA,White,NA,3.03,English
110268,7,Male,NA,Other,NA,2.42,English
110269,1,Female,NA,White,NA,1.83,English
110270,60,Male,3,Missing,Living with Partner,1.05,English
110271,8,Male,NA,Black,NA,1.9,English
110272,45,Male,3,Mexican American,Living with Partner,3.38,English
110273,75,Female,4,White,Living with Partner,2.79,English
110275,12,Male,NA,Black,NA,0.51,English
110276,46,Male,4,White,Living with Partner,4.41,English
110277,0,Female,NA,White,NA,NA,English
110279,70,Female,4,Missing,Other,1.03,English
110280,0,Female,NA,White,NA,4.69,English
110281,14,Male,NA,Mexican American,NA,NA,Spanish
110282,12,Female,NA,Other,NA,3.98,English
110283,10,Male,NA,Mexican American,NA,2.59,English
110284,14,Male,NA,Other Hispanic,NA,0.85,English
110285,9,Female,NA,Other Hispanic,NA,0.44,Spanish
110286,43,Male,2,Mexican American,Other,2.47,Spanish
110287,68,Male,5,White,Living with Partner,5,English
110289,36,Male,4,Missing,Other,2.52,English
110290,63,Male,2,Other,Living with Partner,0.74,English
110291,64,Male,4,White,Living with Partner,5,English
110292,79,Male,4,White,Living with Partner,2.79,English
110293,21,Male,4,Mexican American,Other,1.77,English
110294,14,Female,NA,Other,NA,1.03,English
110295,77,Female,2,White,Other,1.64,English
110296,48,Male,2,Black,Other,0.98,English
110297,16,Male,NA,Black,NA,0.4,English
110298,14,Male,NA,White,NA,4.27,English
110301,0,Male,NA,Black,NA,0.78,English
110302,38,Female,5,Other,Other,3.55,English
110303,7,Male,NA,White,NA,2.35,English
110304,36,Male,4,Other,Living with Partner,NA,English
110305,19,Female,NA,Mexican American,NA,1.52,English
110306,53,Female,2,Black,Living with Partner,0.04,English
110307,27,Male,3,White,Other,1.32,English
110309,19,Male,NA,White,NA,4.1,English
110310,74,Female,3,Other Hispanic,Other,1.79,English
110311,79,Female,3,White,Living with Partner,2.46,English
110312,17,Female,NA,Mexican American,NA,1.91,English
110313,10,Female,NA,Missing,NA,1.5,English
110314,37,Female,4,Black,Other,NA,English
110315,18,Female,NA,Black,NA,1.07,English
110316,10,Female,NA,White,NA,1.46,English
110317,64,Female,4,Black,Living with Partner,2.24,English
110318,61,Male,5,Black,Living with Partner,4.25,English
110319,34,Female,4,Mexican American,Living with Partner,2.63,English
110321,46,Male,4,White,Living with Partner,4.6,English
110322,46,Male,2,White,Living with Partner,0.29,English
110323,48,Female,3,White,Other,NA,English
110324,10,Male,NA,Missing,NA,2.49,English
110325,0,Female,NA,White,NA,3.02,English
110326,39,Male,5,Other Hispanic,Living with Partner,5,English
110327,11,Female,NA,Black,NA,1.7,English
110328,63,Male,4,White,Other,NA,English
